lead_id,fecha_lead,industria,programa_producto_interes,tipo_campana,fuente_meta,dispositivo,hora_generacion,cargo_lead,empresa_lead,ciudad,urgencia_compra,interaccion_previa,horas_hasta_contacto,lead_respondio,intentos_contacto,observacion_asesor,status,compro
L0444,2025-08-11,Educación,IA Generativa para Empresas,WhatsApp,Instagram,Tablet,Tarde (12pm-6pm),Supervisor,Empresa 29,Bogotá,3,No,8,Sí,2,Llamar nuevamente,SG,No
L0445,2025-08-26,Ropa Deportiva,Accesorios Ciclismo,Messenger,Instagram,Tablet,Noche (6pm-12am),Administrador,Empresa 103,Cúcuta,10,Sí,6,No,1,No le interesa,SG,No
L0446,2025-06-04,Ropa Deportiva,Ropa Ciclismo - Conjunto,Messenger,Instagram,Mobile,Noche (6pm-12am),Asistente,Empresa 137,Neiva,5,No,162,No,7,No aplica,SG,No
L0447,2025-08-24,Seguros,Seguro de Vida,Llamada Directa,Instagram,Desktop,Tarde (12pm-6pm),Director,Empresa 385,Barranquilla,3,No,5,No,1,Pendiente decisión gerencia,NC,No
L0448,2025-07-17,Educación,Contratación Estatal,Messenger,Facebook,Mobile,Noche (6pm-12am),Auxiliar,Empresa 403,Valledupar,5,No,1,No,7,No es urgente ahora,SG,No
L0449,2025-11-15,Educación,Información Exógena,WhatsApp,Facebook,Mobile,Noche (6pm-12am),Auxiliar,Empresa 83,Cali,3,No,46,Sí,6,Llamar nuevamente,NI,No
L0450,2025-07-27,Seguros,Seguro de Auto,WhatsApp,Instagram,Mobile,Noche (6pm-12am),Auxiliar,Empresa 147,Manizales,10,No,139,Sí,2,Sin respuesta WhatsApp,SG,No
L0451,2025-11-11,Ropa Deportiva,Accesorios Ciclismo,Messenger,Facebook,Mobile,Tarde (12pm-6pm),Especialista,Empresa 350,Neiva,7,No,59,Sí,2,seguimiento,AP,Sí
L0452,2025-06-20,Ropa Deportiva,Ropa Ciclismo - Pantalón,Lead Form,Facebook,Mobile,Mañana (6am-12pm),Auxiliar,Empresa 129,Barranquilla,1,No,5,Sí,3,MSJW,SG,No
L0453,2025-08-23,Educación,Actualización Tributaria,Lead Form,Instagram,Mobile,Tarde (12pm-6pm),Consultor,Empresa 75,Manizales,9,No,26,Sí,5,NO CONTESTA,SG,No
L0454,2025-10-15,Educación,Bootcamp Liderazgo,Messenger,Instagram,Mobile,Noche (6pm-12am),Gerente,Empresa 430,Pasto,9,No,36,No,4,Se encontraba en reunión,SG,No
L0455,2025-09-06,Educación,Preparación de Renta Personas Naturales,WhatsApp,Ambas Plataformas,Desktop,Tarde (12pm-6pm),Empresario,Empresa 32,Manizales,5,Sí,113,No,3,Contactar próxima semana,NI,No
L0456,2025-10-30,Educación,Bootcamp Liderazgo,Lead Form,Ambas Plataformas,Mobile,Noche (6pm-12am),Director,Empresa 354,Cúcuta,9,Sí,29,Sí,1,seguimiento,AP,Sí
L0457,2025-07-03,Seguros,Seguro de Salud,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Empresario,Empresa 402,Bogotá,10,No,20,No contactado,5,No tiene recurso,NI,No
L0458,2025-07-24,Educación,Contratación Estatal,Lead Form,Instagram,Mobile,Tarde (12pm-6pm),Profesional Independiente,Empresa 152,Cúcuta,6,No,0,No,5,No le interesa,NC,No
L0459,2025-07-05,Educación,Licitaciones Exitosas,WhatsApp,Instagram,Mobile,Mañana (6am-12pm),Director,Empresa 105,Valledupar,5,No,120,Sí,2,seguimiento,AP,Sí
L0460,2025-07-09,Seguros,Seguro de Auto,WhatsApp,Instagram,Mobile,Noche (6pm-12am),Gerente,Empresa 386,Manizales,3,Sí,158,No,5,Se programa llamada,NI,No
L0461,2025-09-07,Seguros,ARL,WhatsApp,Facebook,Mobile,Tarde (12pm-6pm),Profesional Independiente,Empresa 278,Medellín,8,No,8,No,6,No le interesa,SG,No
L0462,2025-05-31,Educación,Actualización Tributaria,Lead Form,Instagram,Mobile,Mañana (6am-12pm),Especialista,Empresa 17,Cali,4,No,8,Sí,5,Precio muy alto,NI,No
L0463,2025-07-09,Ropa Deportiva,Ropa Ciclismo - Conjunto,Lead Form,Instagram,Mobile,Tarde (12pm-6pm),Empresario,Empresa 184,Armenia,10,No,101,Sí,1,Revisión de Info,NC,No
L0464,2025-08-18,Educación,Excel Intermedio y Avanzado,Lead Form,Facebook,Mobile,Noche (6pm-12am),Profesional Independiente,Empresa 417,Cúcuta,3,No,22,Sí,6,Información enviada,NC,No
L0465,2025-09-07,Educación,Excel Intermedio y Avanzado,Llamada Directa,Instagram,Mobile,Tarde (12pm-6pm),Jefe,Empresa 232,Armenia,6,No,13,No,6,Pendiente pago,NI,No
L0466,2025-11-12,Educación,IA Generativa para Empresas,WhatsApp,Instagram,Mobile,Mañana (6am-12pm),Consultor,Empresa 53,Armenia,8,No,3,Sí,3,Pendiente decisión gerencia,SG,No
L0467,2025-07-27,Seguros,Todo Riesgo Empresarial,WhatsApp,Facebook,Mobile,Madrugada (12am-6am),Supervisor,Empresa 316,Manizales,9,No,48,No,5,No es urgente ahora,NC,No
L0468,2025-08-01,Educación,Actualización Tributaria,Messenger,Facebook,Mobile,Noche (6pm-12am),Profesional Independiente,Empresa 445,Pasto,6,No,32,Sí,2,seguimiento,AP,Sí
L0469,2025-07-04,Ropa Deportiva,Ropa Ciclismo - Jersey,WhatsApp,Facebook,Desktop,Madrugada (12am-6am),Director,Empresa 346,Pereira,5,No,1,No contactado,7,No contesta,NI,No
L0470,2025-11-20,Educación,IA Generativa para Empresas,Llamada Directa,Facebook,Mobile,Tarde (12pm-6pm),Auxiliar,Empresa 379,Barranquilla,2,No,117,Sí,3,seguimiento,AP,Sí
L0471,2025-06-21,Educación,Power BI Empresarial,WhatsApp,Facebook,Mobile,Tarde (12pm-6pm),Auxiliar,Empresa 288,Barranquilla,2,No,125,Sí,2,Pendiente decisión gerencia,NC,No
L0472,2025-08-30,Ropa Deportiva,Accesorios Ciclismo,Llamada Directa,Instagram,Desktop,Noche (6pm-12am),Asesor,Empresa 443,Manizales,9,No,78,Sí,5,Se programa llamada,NC,No
L0473,2025-06-03,Educación,Actualización Tributaria,WhatsApp,Facebook,Mobile,Tarde (12pm-6pm),Administrador,Empresa 115,Medellín,2,No,7,Sí,3,Se envía información vía WhatsApp,SG,No
L0474,2025-09-22,Educación,Excel Intermedio y Avanzado,Messenger,Instagram,Mobile,Noche (6pm-12am),Asistente,Empresa 381,Medellín,2,No,37,Sí,5,Se envía información vía WhatsApp,NC,No
L0475,2025-07-20,Ropa Deportiva,Accesorios Ciclismo,Lead Form,Facebook,Desktop,Tarde (12pm-6pm),Empresario,Empresa 332,Bucaramanga,3,No,8,No,1,Pendiente pago,NC,No
L0476,2025-07-15,Ropa Deportiva,Ropa Ciclismo - Pantalón,Llamada Directa,Ambas Plataformas,Desktop,Tarde (12pm-6pm),Asesor,Empresa 288,Manizales,3,Sí,6,Sí,3,seguimiento,AP,Sí
L0477,2025-09-19,Educación,Power BI Empresarial,WhatsApp,Facebook,Tablet,Mañana (6am-12pm),Jefe,Empresa 200,Cartagena,4,No,14,Sí,2,seguimiento,AP,Sí
L0478,2025-08-22,Educación,Bootcamp Liderazgo,Lead Form,Instagram,Mobile,Mañana (6am-12pm),Director,Empresa 122,Cúcuta,7,No,0,No contactado,1,Desea cotización,SG,No
L0479,2025-08-11,Educación,Power BI Empresarial,Llamada Directa,Ambas Plataformas,Mobile,Mañana (6am-12pm),Director,Empresa 262,Bogotá,9,No,1,Sí,4,seguimiento,AP,Sí
L0480,2025-07-22,Ropa Deportiva,Ropa Ciclismo - Conjunto,Lead Form,Instagram,Mobile,Mañana (6am-12pm),Asesor,Empresa 402,Armenia,2,No,0,No contactado,2,No tiene recurso,NC,No
L0481,2025-07-21,Ropa Deportiva,Ropa Ciclismo - Jersey,Lead Form,Facebook,Mobile,Madrugada (12am-6am),Supervisor,Empresa 408,Bogotá,4,No,43,No contactado,7,Se encontraba en reunión,SG,No
L0482,2025-05-31,Educación,Preparación de Renta Personas Naturales,Lead Form,Instagram,Mobile,Mañana (6am-12pm),Coordinador,Empresa 409,Cúcuta,9,Sí,10,Sí,5,seguimiento,AP,Sí
L0483,2025-11-09,Seguros,Seguro de Salud,Lead Form,Instagram,Mobile,Noche (6pm-12am),Administrador,Empresa 357,Cúcuta,2,No,1,Sí,2,seguimiento,AP,Sí
L0484,2025-07-13,Educación,IA Generativa para Empresas,Lead Form,Instagram,Desktop,Noche (6pm-12am),Asesor,Empresa 148,Armenia,10,No,68,Sí,4,seguimiento,AP,Sí
L0485,2025-09-04,Educación,Preparación de Renta Personas Naturales,Lead Form,Facebook,Mobile,Tarde (12pm-6pm),Consultor,Empresa 355,Ibagué,1,Sí,43,No,2,Revisión de Info,NC,No
L0486,2025-08-17,Ropa Deportiva,Ropa Ciclismo - Pantalón,Messenger,Facebook,Mobile,Mañana (6am-12pm),Contador,Empresa 341,Ibagué,10,No,46,No,1,Ya contrató con otro,NC,No
L0487,2025-08-04,Ropa Deportiva,Ropa Ciclismo - Jersey,WhatsApp,Instagram,Mobile,Noche (6pm-12am),Empresario,Empresa 25,Manizales,8,No,41,No,6,Sin respuesta WhatsApp,SG,No
L0488,2025-06-11,Educación,Información Exógena,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Director,Empresa 475,Valledupar,9,No,5,Sí,2,seguimiento,AP,Sí
L0489,2025-08-04,Educación,Bootcamp Liderazgo,Llamada Directa,Instagram,Mobile,Noche (6pm-12am),Consultor,Empresa 196,Ibagué,7,No,94,Sí,3,Desea cotización,SG,No
L0490,2025-08-22,Educación,Facebook Ads Profesional,Messenger,Instagram,Mobile,Noche (6pm-12am),Analista,Empresa 199,Valledupar,8,No,59,No contactado,7,No le interesa,NC,No
L0491,2025-11-05,Ropa Deportiva,Accesorios Ciclismo,Lead Form,Instagram,Mobile,Madrugada (12am-6am),Director,Empresa 214,Neiva,4,No,89,No,4,No contesta,NC,No
L0492,2025-10-02,Educación,IA Generativa para Empresas,Lead Form,Facebook,Mobile,Tarde (12pm-6pm),Coordinador,Empresa 490,Cúcuta,4,Sí,20,No,2,Contactar próxima semana,SG,No
L0493,2025-09-04,Educación,IA Generativa para Empresas,WhatsApp,Instagram,Desktop,Tarde (12pm-6pm),Profesional Independiente,Empresa 404,Villavicencio,2,No,145,No contactado,4,Se programa llamada,NC,No
L0494,2025-11-14,Educación,Excel Intermedio y Avanzado,WhatsApp,Facebook,Desktop,Tarde (12pm-6pm),Gerente,Empresa 500,Pereira,8,No,10,No,6,Información enviada,NC,No
L0495,2025-10-09,Educación,Facebook Ads Profesional,Lead Form,Instagram,Mobile,Mañana (6am-12pm),Administrador,Empresa 351,Valledupar,2,No,12,Sí,1,seguimiento,AP,Sí
L0496,2025-08-17,Seguros,Seguro de Moto,WhatsApp,Instagram,Mobile,Noche (6pm-12am),Gerente,Empresa 161,Bucaramanga,9,No,8,Sí,3,seguimiento,AP,Sí
L0497,2025-06-01,Educación,IA Generativa para Empresas,Lead Form,Ambas Plataformas,Desktop,Mañana (6am-12pm),Supervisor,Empresa 495,Valledupar,4,No,24,No,5,Se programa llamada,NI,No
L0498,2025-06-23,Educación,Power BI Empresarial,WhatsApp,Facebook,Desktop,Tarde (12pm-6pm),Analista,Empresa 283,Medellín,1,No,14,Sí,2,Contactar próxima semana,SG,No
L0499,2025-07-30,Educación,Licitaciones Exitosas,Llamada Directa,Facebook,Mobile,Noche (6pm-12am),Analista,Empresa 28,Pereira,4,No,43,No contactado,1,No es urgente ahora,NC,No
L0500,2025-07-09,Seguros,Seguro de Auto,Llamada Directa,Facebook,Mobile,Tarde (12pm-6pm),Administrador,Empresa 7,Bogotá,3,No,2,Sí,4,Desea cotización,SG,No
L0501,2025-10-20,Ropa Deportiva,Accesorios Ciclismo,Lead Form,Facebook,Mobile,Tarde (12pm-6pm),Administrador,Empresa 381,Bogotá,6,Sí,128,No,6,Desea cotización,NC,No
L0502,2025-07-31,Educación,Excel Intermedio y Avanzado,Lead Form,Facebook,Desktop,Tarde (12pm-6pm),Asistente,Empresa 129,Pasto,7,No,26,No,7,No tiene recurso,SG,No
L0503,2025-06-03,Seguros,Seguro de Vida,WhatsApp,Ambas Plataformas,Tablet,Noche (6pm-12am),Supervisor,Empresa 104,Ibagué,8,No,46,Sí,4,seguimiento,AP,Sí
L0504,2025-06-21,Seguros,Todo Riesgo Empresarial,Messenger,Facebook,Mobile,Tarde (12pm-6pm),Especialista,Empresa 318,Medellín,2,No,46,No contactado,7,Se envía información vía WhatsApp,NC,No
L0505,2025-10-24,Educación,Preparación de Renta Personas Naturales,Lead Form,Facebook,Desktop,Noche (6pm-12am),Administrador,Empresa 445,Bucaramanga,6,No,18,No contactado,6,Contactar próxima semana,NC,No
L0506,2025-09-13,Educación,IA Generativa para Empresas,WhatsApp,Instagram,Mobile,Mañana (6am-12pm),Consultor,Empresa 400,Armenia,6,No,19,No,7,Precio muy alto,NC,No
L0507,2025-08-21,Educación,Información Exógena,Messenger,Instagram,Tablet,Noche (6pm-12am),Gerente,Empresa 441,Pereira,10,No,126,Sí,6,Precio muy alto,NC,No
L0508,2025-08-13,Ropa Deportiva,Ropa Ciclismo - Pantalón,Messenger,Instagram,Mobile,Noche (6pm-12am),Profesional Independiente,Empresa 446,Neiva,5,No,40,Sí,1,No es urgente ahora,SG,No
L0509,2025-09-13,Ropa Deportiva,Accesorios Ciclismo,Messenger,Facebook,Desktop,Mañana (6am-12pm),Asesor,Empresa 227,Bucaramanga,10,No,111,Sí,2,No contesta,NC,No
L0510,2025-10-27,Seguros,Seguro de Vida,Lead Form,Instagram,Mobile,Tarde (12pm-6pm),Gerente,Empresa 425,Cali,10,No,29,Sí,5,Desea cotización,SG,No
L0511,2025-10-02,Educación,Facebook Ads Profesional,Lead Form,Facebook,Mobile,Mañana (6am-12pm),Especialista,Empresa 116,Cúcuta,7,No,77,No,2,MSJW,NI,No
L0512,2025-06-23,Educación,Información Exógena,Lead Form,Facebook,Mobile,Noche (6pm-12am),Contador,Empresa 467,Valledupar,3,No,72,No contactado,3,MSJW,NI,No
L0513,2025-08-31,Educación,IA Generativa para Empresas,Messenger,Ambas Plataformas,Tablet,Tarde (12pm-6pm),Empresario,Empresa 325,Barranquilla,4,No,0,No,2,Se encontraba en reunión,SG,No
L0514,2025-10-19,Educación,IA Generativa para Empresas,Messenger,Facebook,Desktop,Tarde (12pm-6pm),Gerente,Empresa 361,Ibagué,10,No,27,No contactado,6,Revisión de Info,NI,No
L0515,2025-07-12,Ropa Deportiva,Ropa Ciclismo - Jersey,WhatsApp,Instagram,Desktop,Mañana (6am-12pm),Supervisor,Empresa 364,Villavicencio,9,No,74,No,6,Se envía información vía WhatsApp,NI,No
L0516,2025-07-29,Educación,Preparación de Renta Personas Naturales,WhatsApp,Instagram,Desktop,Mañana (6am-12pm),Auxiliar,Empresa 332,Armenia,4,No,101,No,3,Pendiente decisión gerencia,NC,No
L0517,2025-06-05,Educación,Preparación de Renta Personas Naturales,WhatsApp,Facebook,Mobile,Mañana (6am-12pm),Asistente,Empresa 189,Cali,3,No,18,No contactado,4,No le interesa,NC,No
L0518,2025-09-13,Educación,Bootcamp Liderazgo,Messenger,Ambas Plataformas,Mobile,Tarde (12pm-6pm),Coordinador,Empresa 387,Valledupar,2,No,14,No,6,Sin respuesta WhatsApp,SG,No
L0519,2025-05-25,Educación,Power BI Empresarial,Llamada Directa,Facebook,Mobile,Tarde (12pm-6pm),Analista,Empresa 302,Armenia,5,No,0,No contactado,3,Ya contrató con otro,NI,No
L0520,2025-10-05,Ropa Deportiva,Accesorios Ciclismo,WhatsApp,Instagram,Mobile,Noche (6pm-12am),Supervisor,Empresa 280,Armenia,4,No,32,Sí,6,Desea cotización,SG,No
L0521,2025-10-09,Educación,Power BI Empresarial,Lead Form,Ambas Plataformas,Mobile,Noche (6pm-12am),Contador,Empresa 379,Ibagué,8,Sí,87,Sí,5,No aplica,NC,No
L0522,2025-11-16,Educación,Power BI Empresarial,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Asesor,Empresa 309,Armenia,7,No,18,No contactado,6,Información enviada,NC,No
L0523,2025-11-12,Educación,IA Generativa para Empresas,Llamada Directa,Ambas Plataformas,Mobile,Madrugada (12am-6am),Analista,Empresa 101,Bucaramanga,6,No,62,No,1,No aplica,NI,No
L0524,2025-07-14,Educación,Contratación Estatal,Messenger,Facebook,Mobile,Noche (6pm-12am),Supervisor,Empresa 398,Bucaramanga,2,No,34,No contactado,3,Revisión de Info,NI,No
L0525,2025-08-26,Seguros,ARL,Messenger,Instagram,Mobile,Noche (6pm-12am),Asesor,Empresa 372,Cali,3,No,8,No contactado,7,No es urgente ahora,NC,No
L0526,2025-09-12,Educación,Excel Intermedio y Avanzado,Lead Form,Facebook,Mobile,Tarde (12pm-6pm),Asistente,Empresa 494,Valledupar,10,No,72,Sí,2,No tiene recurso,SG,No
L0527,2025-06-11,Educación,Licitaciones Exitosas,Lead Form,Instagram,Tablet,Tarde (12pm-6pm),Especialista,Empresa 100,Villavicencio,9,Sí,18,No,3,Precio muy alto,NI,No
L0528,2025-11-11,Educación,Power BI Empresarial,WhatsApp,Ambas Plataformas,Desktop,Mañana (6am-12pm),Director,Empresa 151,Neiva,9,No,109,Sí,4,seguimiento,AP,Sí
L0529,2025-08-17,Educación,Actualización Tributaria,WhatsApp,Facebook,Tablet,Noche (6pm-12am),Administrador,Empresa 230,Bogotá,5,No,150,Sí,6,seguimiento,AP,Sí
L0530,2025-10-31,Educación,Preparación de Renta Personas Naturales,Messenger,Instagram,Mobile,Mañana (6am-12pm),Contador,Empresa 91,Neiva,3,No,0,No,3,Pendiente decisión gerencia,NC,No
L0531,2025-08-13,Educación,Facebook Ads Profesional,Messenger,Facebook,Mobile,Tarde (12pm-6pm),Administrador,Empresa 350,Medellín,2,Sí,44,Sí,5,Número sin WhatsApp,NI,No
L0532,2025-11-10,Educación,Power BI Empresarial,Llamada Directa,Instagram,Desktop,Tarde (12pm-6pm),Jefe,Empresa 39,Pereira,8,No,41,No,3,Revisión de Info,SG,No
L0533,2025-06-25,Seguros,Seguro de Moto,Llamada Directa,Instagram,Mobile,Tarde (12pm-6pm),Contador,Empresa 96,Villavicencio,6,No,107,No,5,Número sin WhatsApp,NI,No
L0534,2025-08-09,Ropa Deportiva,Accesorios Ciclismo,Lead Form,Ambas Plataformas,Mobile,Tarde (12pm-6pm),Consultor,Empresa 493,Pereira,10,Sí,100,Sí,6,seguimiento,AP,Sí
L0535,2025-10-01,Educación,Facebook Ads Profesional,Messenger,Instagram,Mobile,Mañana (6am-12pm),Asistente,Empresa 89,Pasto,7,No,55,No contactado,2,Se programa llamada,NI,No
L0536,2025-08-12,Educación,IA Generativa para Empresas,Messenger,Facebook,Mobile,Tarde (12pm-6pm),Coordinador,Empresa 377,Pasto,1,No,86,No,6,Número sin WhatsApp,NC,No
L0537,2025-11-11,Ropa Deportiva,Ropa Ciclismo - Jersey,Messenger,Facebook,Mobile,Tarde (12pm-6pm),Contador,Empresa 264,Cartagena,1,No,45,No contactado,4,Se envía información vía WhatsApp,NI,No
L0538,2025-09-06,Educación,Power BI Empresarial,WhatsApp,Facebook,Mobile,Madrugada (12am-6am),Consultor,Empresa 62,Valledupar,10,No,8,Sí,1,Información enviada,SG,No
L0539,2025-08-16,Educación,IA Generativa para Empresas,Lead Form,Facebook,Mobile,Noche (6pm-12am),Asistente,Empresa 194,Ibagué,2,No,7,Sí,2,seguimiento,AP,Sí
L0540,2025-09-05,Seguros,ARL,WhatsApp,Facebook,Mobile,Noche (6pm-12am),Profesional Independiente,Empresa 21,Manizales,10,Sí,19,No,2,Número sin WhatsApp,SG,No
L0541,2025-11-19,Educación,Información Exógena,Llamada Directa,Ambas Plataformas,Mobile,Noche (6pm-12am),Empresario,Empresa 220,Pasto,3,No,0,Sí,1,No contesta,SG,No
L0542,2025-08-08,Educación,Preparación de Renta Personas Naturales,Lead Form,Instagram,Desktop,Tarde (12pm-6pm),Gerente,Empresa 143,Neiva,1,No,8,No contactado,3,No es urgente ahora,NI,No
L0543,2025-10-13,Ropa Deportiva,Accesorios Ciclismo,WhatsApp,Instagram,Mobile,Mañana (6am-12pm),Profesional Independiente,Empresa 285,Manizales,5,No,20,Sí,6,MSJW,NC,No
L0544,2025-06-26,Educación,Preparación de Renta Personas Naturales,Lead Form,Facebook,Mobile,Noche (6pm-12am),Asistente,Empresa 136,Cali,3,No,29,No,3,Pendiente decisión gerencia,SG,No
L0545,2025-07-13,Educación,Power BI Empresarial,Lead Form,Ambas Plataformas,Desktop,Tarde (12pm-6pm),Auxiliar,Empresa 67,Neiva,1,No,36,No,3,Contactar próxima semana,NI,No
L0546,2025-09-09,Educación,Facebook Ads Profesional,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Director,Empresa 83,Armenia,8,No,2,Sí,6,seguimiento,AP,Sí
L0547,2025-11-11,Educación,Bootcamp Liderazgo,WhatsApp,Facebook,Mobile,Tarde (12pm-6pm),Gerente,Empresa 300,Armenia,6,No,144,Sí,4,Precio muy alto,NC,No
L0548,2025-08-30,Educación,IA Generativa para Empresas,Lead Form,Instagram,Mobile,Tarde (12pm-6pm),Auxiliar,Empresa 434,Valledupar,9,Sí,18,No,2,Se encontraba en reunión,SG,No
L0549,2025-11-14,Ropa Deportiva,Ropa Ciclismo - Pantalón,Lead Form,Instagram,Mobile,Tarde (12pm-6pm),Asesor,Empresa 131,Neiva,3,Sí,82,No,5,NO CONTESTA,SG,No
L0550,2025-07-08,Educación,Contratación Estatal,Messenger,Facebook,Mobile,Tarde (12pm-6pm),Coordinador,Empresa 3,Ibagué,9,No,23,Sí,1,seguimiento,AP,Sí
L0551,2025-10-29,Educación,Licitaciones Exitosas,Lead Form,Instagram,Desktop,Mañana (6am-12pm),Analista,Empresa 170,Valledupar,9,Sí,95,No contactado,2,Revisión de Info,NI,No
L0552,2025-10-17,Educación,Licitaciones Exitosas,Messenger,Instagram,Mobile,Noche (6pm-12am),Jefe,Empresa 239,Barranquilla,1,No,33,Sí,3,Ya contrató con otro,NC,No
L0553,2025-08-10,Educación,Licitaciones Exitosas,Lead Form,Facebook,Mobile,Mañana (6am-12pm),Gerente,Empresa 364,Cúcuta,3,No,4,Sí,1,No le interesa,SG,No
L0554,2025-09-05,Ropa Deportiva,Ropa Ciclismo - Conjunto,Lead Form,Ambas Plataformas,Mobile,Mañana (6am-12pm),Profesional Independiente,Empresa 480,Villavicencio,6,No,4,No,5,Número sin WhatsApp,NC,No
L0555,2025-10-12,Educación,Excel Intermedio y Avanzado,Messenger,Instagram,Mobile,Tarde (12pm-6pm),Director,Empresa 80,Bogotá,8,No,147,Sí,2,Número sin WhatsApp,NC,No
L0556,2025-05-25,Ropa Deportiva,Ropa Ciclismo - Conjunto,Lead Form,Instagram,Mobile,Noche (6pm-12am),Supervisor,Empresa 21,Valledupar,4,No,2,No contactado,2,Precio muy alto,NC,No
L0557,2025-08-10,Educación,Facebook Ads Profesional,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Consultor,Empresa 79,Cartagena,5,Sí,8,Sí,4,NO CONTESTA,SG,No
L0558,2025-08-06,Ropa Deportiva,Ropa Ciclismo - Pantalón,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Auxiliar,Empresa 476,Bucaramanga,9,No,163,Sí,2,No aplica,SG,No
L0559,2025-07-17,Educación,Información Exógena,Messenger,Instagram,Mobile,Tarde (12pm-6pm),Consultor,Empresa 166,Armenia,6,No,30,Sí,2,Revisión de Info,SG,No
L0560,2025-09-12,Educación,Bootcamp Liderazgo,Lead Form,Instagram,Mobile,Tarde (12pm-6pm),Asistente,Empresa 306,Cartagena,7,No,23,No,5,No aplica,NI,No
L0561,2025-10-20,Educación,Excel Intermedio y Avanzado,Lead Form,Facebook,Mobile,Noche (6pm-12am),Gerente,Empresa 27,Pereira,7,No,115,No,5,NO CONTESTA,NC,No
L0562,2025-10-27,Ropa Deportiva,Ropa Ciclismo - Pantalón,WhatsApp,Instagram,Desktop,Noche (6pm-12am),Consultor,Empresa 397,Neiva,4,No,18,No,1,Información enviada,SG,No
L0563,2025-11-08,Educación,Actualización Tributaria,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Analista,Empresa 478,Barranquilla,4,No,8,Sí,3,Se encontraba en reunión,SG,No
L0564,2025-08-15,Ropa Deportiva,Accesorios Ciclismo,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Administrador,Empresa 321,Cúcuta,4,No,2,Sí,5,seguimiento,AP,Sí
L0565,2025-09-21,Ropa Deportiva,Ropa Ciclismo - Jersey,WhatsApp,Facebook,Mobile,Noche (6pm-12am),Asistente,Empresa 316,Neiva,5,No,28,No contactado,1,No contesta,NC,No
L0566,2025-09-15,Ropa Deportiva,Ropa Ciclismo - Pantalón,Lead Form,Instagram,Mobile,Mañana (6am-12pm),Auxiliar,Empresa 432,Bucaramanga,5,No,2,Sí,2,seguimiento,AP,Sí
L0567,2025-09-15,Educación,Actualización Tributaria,WhatsApp,Facebook,Mobile,Tarde (12pm-6pm),Administrador,Empresa 339,Ibagué,8,No,46,Sí,1,seguimiento,AP,Sí
L0568,2025-11-13,Educación,Licitaciones Exitosas,Lead Form,Facebook,Mobile,Tarde (12pm-6pm),Director,Empresa 155,Cartagena,9,No,62,Sí,1,No contesta,SG,No
L0569,2025-07-18,Educación,IA Generativa para Empresas,Messenger,Facebook,Desktop,Noche (6pm-12am),Contador,Empresa 252,Cali,2,No,0,No contactado,1,Se encontraba en reunión,NC,No
L0570,2025-10-02,Seguros,ARL,WhatsApp,Facebook,Desktop,Mañana (6am-12pm),Consultor,Empresa 405,Valledupar,7,No,43,Sí,6,seguimiento,AP,Sí
L0571,2025-09-23,Educación,Excel Intermedio y Avanzado,Lead Form,Instagram,Mobile,Tarde (12pm-6pm),Analista,Empresa 294,Valledupar,1,No,90,No,1,Revisión de Info,NC,No
